Sample	LeftGene	RightGene	LeftGene_Name	RigthGene_Name	FFPM
2260_PR40994a	ENSG00000111846	ENSG00000187172	GCNT2	BAGE2	0.2453
2260_PR40994a	ENSG00000111846	ENSG00000187172	GCNT2	BAGE2	0.1421
2260_PR40994a	ENSG00000111846	ENSG00000187172	GCNT2	BAGE2	0.1307
2260_PR40996a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.9291
2260_PR40996a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1732
2260_PR40996a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1811
2260_PR40996a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1575
2260_PR40996a	ENSG00000033327	ENSG00000254988	GAB2	CTD-2547H18.1	0.1575
2260_PR40996a	ENSG00000170525	ENSG00000215244	PFKFB3	RP11-563J2.2	0.1575
2260_PR40996a	ENSG00000255864	ENSG00000134532	RP11-444D3.1	SOX5	0.1039
2260_PR40996a	ENSG00000033327	ENSG00000254988	GAB2	CTD-2547H18.1	0.1417
2260_PR40997a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.9034
2260_PR40997a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.3018
2260_PR40997a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1372
2260_PR40997a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.1631
2260_PR40997a	ENSG00000243993	ENSG00000163637	RP11-14D22.2	PRICKLE2	0.1631
2260_PR41000a	ENSG00000049618	ENSG00000172493	ARID1B	AFF1	1.143
2260_PR41000a	ENSG00000189079	ENSG00000171310	ARID2	CHST11	0.5842
2260_PR41000a	ENSG00000113384	ENSG00000088992	GOLPH3	TESC	0.5334
2260_PR41000a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2286
2260_PR41000a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1016
2260_PR41000a	ENSG00000164574	ENSG00000147010	GALNT10	SH3KBP1	0.1016
2260_PR41001a	ENSG00000149260	ENSG00000124900	CAPN5	TRIM51	0.7528
2260_PR41001a	ENSG00000023191	ENSG00000149262	RNH1	INTS4	0.5162
2260_PR41001a	ENSG00000118363	ENSG00000078124	SPCS2	ACER3	0.2951
2260_PR41001a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2405
2260_PR41001a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1682
2260_PR41001a	ENSG00000149256	ENSG00000078124	TENM4	ACER3	0.1075
2260_PR41001a	ENSG00000118363	ENSG00000078124	SPCS2	ACER3	0.1135
2260_PR41001a	ENSG00000151247	ENSG00000138698	EIF4E	RAP1GDS1	0.129
2260_PR41001a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.1075
2260_PR41002a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.4309
2260_PR41002a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.2845
2260_PR41002a	ENSG00000099917	ENSG00000100154	MED15	TTC28	0.4123
2260_PR41002a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.2413
2260_PR41002a	ENSG00000197601	ENSG00000133812	FAR1	SBF2	0.3275
2260_PR41002a	ENSG00000271308	ENSG00000184436	AP003900.6	THAP7	0.2069
2260_PR41002a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1551
2260_PR41002a	ENSG00000145555	ENSG00000205420	MYO10	KRT6A	0.2068
2260_PR41002a	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.1207
2260_PR41002a	ENSG00000243444	ENSG00000241978	PALM2	AKAP2	0.1207
2260_PR41002e	ENSG00000099917	ENSG00000100154	MED15	TTC28	0.3778
2260_PR41002e	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.4723
2260_PR41002e	ENSG00000197601	ENSG00000133812	FAR1	SBF2	0.3212
2260_PR41002e	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1889
2260_PR41002e	ENSG00000271308	ENSG00000184436	AP003900.6	THAP7	0.2078
2260_PR41002e	ENSG00000197608	ENSG00000169035	ZNF841	KLK7	0.1322
2260_PR41002e	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.1511
2260_PR41003a	ENSG00000125149	ENSG00000198373	C16orf70	WWP2	2.0405
2260_PR41003a	ENSG00000124207	ENSG00000124243	CSE1L	BCAS4	2.4455
2260_PR41003a	ENSG00000100316	ENSG00000206129	RPL3	CTD-2008L17.2	2.1029
2260_PR41003a	ENSG00000067955	ENSG00000124212	CBFB	PTGIS	1.5109
2260_PR41003a	ENSG00000183762	ENSG00000196419	KREMEN1	XRCC6	1.0748
2260_PR41003a	ENSG00000100372	ENSG00000124198	SLC25A17	ARFGEF2	1.0125
2260_PR41003a	ENSG00000170558	ENSG00000100351	CDH2	GRAP2	0.7817
2260_PR41003a	ENSG00000135722	ENSG00000198373	FBXL8	WWP2	0.5763
2260_PR41003a	ENSG00000100351	ENSG00000172175	GRAP2	MALT1	0.6638
2260_PR41003a	ENSG00000198646	ENSG00000101126	NCOA6	ADNP	0.4673
2260_PR41003a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2493
2260_PR41003a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1869
2260_PR41003a	ENSG00000186187	ENSG00000128274	ZNRF1	A4GALT	0.2025
2260_PR41003a	ENSG00000256248	ENSG00000155974	RP11-123O10.4	GRIP1	0.1402
2260_PR41003a	ENSG00000203727	ENSG00000111961	SAMD5	SASH1	0.1402
2260_PR41003a	ENSG00000236740	ENSG00000146147	RP11-411K7.1	MLIP	0.2025
2260_PR41003a	ENSG00000219545	ENSG00000106415	RPA3-AS1	GLCCI1	0.1246
2260_PR41003a	ENSG00000170558	ENSG00000131069	CDH2	ACSS2	0.1246
2260_PR41003a	ENSG00000100216	ENSG00000100346	TOMM22	CACNA1I	0.1557
2260_PR41003a	ENSG00000020256	ENSG00000203999	ZFP64	RP11-290F20.1	0.1487
2260_PR41003a	ENSG00000071991	ENSG00000172175	CDH19	MALT1	0.2648
2260_PR41003a	ENSG00000170558	ENSG00000100351	CDH2	GRAP2	0.1217
2260_PR41003a	ENSG00000158470	ENSG00000197818	B4GALT5	SLC9A8	0.1226
2260_PR41003a	ENSG00000197818	ENSG00000267476	SLC9A8	RP11-126O1.4	0.1402
2260_PR41005a	ENSG00000100316	ENSG00000206129	RPL3	CTD-2008L17.2	1.902
2260_PR41005a	ENSG00000124207	ENSG00000124243	CSE1L	BCAS4	1.4689
2260_PR41005a	ENSG00000125149	ENSG00000198373	C16orf70	WWP2	1.1111
2260_PR41005a	ENSG00000067955	ENSG00000124212	CBFB	PTGIS	1.1487
2260_PR41005a	ENSG00000100372	ENSG00000124198	SLC25A17	ARFGEF2	1.0734
2260_PR41005a	ENSG00000170558	ENSG00000100351	CDH2	GRAP2	0.5855
2260_PR41005a	ENSG00000183762	ENSG00000196419	KREMEN1	XRCC6	0.4332
2260_PR41005a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.3896
2260_PR41005a	ENSG00000100351	ENSG00000172175	GRAP2	MALT1	0.4331
2260_PR41005a	ENSG00000135722	ENSG00000198373	FBXL8	WWP2	0.339
2260_PR41005a	ENSG00000198646	ENSG00000101126	NCOA6	ADNP	0.3013
2260_PR41005a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2448
2260_PR41005a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1754
2260_PR41005a	ENSG00000236740	ENSG00000146147	RP11-411K7.1	MLIP	0.1318
2260_PR41005a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1318
2260_PR41005a	ENSG00000177096	ENSG00000081913	FAM109B	PHLPP1	0.113
2260_PR41005a	ENSG00000198373	ENSG00000264472	WWP2	RP11-861L17.3	0.1318
2260_PR41005a	ENSG00000170558	ENSG00000100351	CDH2	GRAP2	0.1301
2260_PR41005a	ENSG00000186187	ENSG00000128274	ZNRF1	A4GALT	0.113
2260_PR41005a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.1319
2260_PR41005a	ENSG00000100030	ENSG00000225255	MAPK1	LA16c-83F12.6	0.1319
2260_PR41005a	ENSG00000071991	ENSG00000172175	CDH19	MALT1	0.1319
2260_PR41005a	ENSG00000158470	ENSG00000197818	B4GALT5	SLC9A8	0.1319
2260_PR41005a	ENSG00000020256	ENSG00000203999	ZFP64	RP11-290F20.1	0.1198
2260_PR41005a	ENSG00000020256	ENSG00000203999	ZFP64	RP11-290F20.1	0.1439
2260_PR41006a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.1015
2260_PR41006a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1141
2260_PR41007a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2631
2260_PR41007a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2368
2260_PR41007a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1315
2260_PR41007a	ENSG00000175322	ENSG00000250312	ZNF519	ZNF718	0.1052
2260_PR41007a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1052
2260_PR41011a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.4808
2260_PR41011a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.371
2260_PR41011a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.3022
2260_PR41011a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.103
2260_PR41011a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1374
2260_PR41011a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1649
2260_PR41017a	ENSG00000183580	ENSG00000063438	FBXL7	AHRR	0.4828
2260_PR41017a	ENSG00000108582	ENSG00000196712	CPD	NF1	0.384
2260_PR41017a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2742
2260_PR41017a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1081
2260_PR41017a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1097
2260_PR41017a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1097
2260_PR41017a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1009
2260_PR41017a	ENSG00000197323	ENSG00000178184	TRIM33	PARD6G	0.1207
2260_PR41017a	ENSG00000213625	ENSG00000116678	LEPROT	LEPR	0.1097
2260_PR41019a	ENSG00000099917	ENSG00000100154	MED15	TTC28	0.8459
2260_PR41019a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.3862
2260_PR41019a	ENSG00000197601	ENSG00000133812	FAR1	SBF2	0.3678
2260_PR41019a	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.2943
2260_PR41019a	ENSG00000271308	ENSG00000184436	AP003900.6	THAP7	0.2179
2260_PR41019a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2023
2260_PR41019a	ENSG00000197608	ENSG00000169035	ZNF841	KLK7	0.1471
2260_PR41019a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.1839
2260_PR41019a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.2023
2260_PR41019a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.105
2260_PR41019a	ENSG00000236740	ENSG00000146147	RP11-411K7.1	MLIP	0.1288
2260_PR41019a	ENSG00000068784	ENSG00000254569	SRBD1	RP11-693N9.1	0.1104
2260_PR41019a	ENSG00000229715	ENSG00000073910	EEF1DP3	FRY	0.1104
2260_PR41020a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2002
2260_PR41020d	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.4838
2260_PR41020d	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.3531
2260_PR41020d	ENSG00000187134	ENSG00000165568	AKR1C1	AKR1E2	0.1831
2260_PR41020d	ENSG00000198909	ENSG00000108384	MAP3K3	RAD51C	0.1308
2260_PR41020d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1046
2260_PR41020d	ENSG00000095951	ENSG00000112685	HIVEP1	EXOC2	0.1046
2260_PR41021d	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.512
2260_PR41021d	ENSG00000129667	ENSG00000196712	RHBDF2	NF1	0.3766
2260_PR41021d	ENSG00000159842	ENSG00000174083	ABR	PIK3R6	0.2256
2260_PR41021d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2496
2260_PR41021d	ENSG00000119522	ENSG00000133103	DENND1A	COG6	0.224
2260_PR41021d	ENSG00000159842	ENSG00000174083	ABR	PIK3R6	0.1878
2260_PR41021d	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.176
2260_PR41021d	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.128
2260_PR41021d	ENSG00000243637	ENSG00000153820	AC019221.4	SPHKAP	0.16
2260_PR41021d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1664
2260_PR41021d	ENSG00000129667	ENSG00000196712	RHBDF2	NF1	0.1674
2260_PR41025a	ENSG00000108654	ENSG00000152359	DDX5	POC5	2.8501
2260_PR41025a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2774
2260_PR41025a	ENSG00000119655	ENSG00000211790	NPC2	TRAV8-4	0.2018
2260_PR41025a	ENSG00000243993	ENSG00000163637	RP11-14D22.2	PRICKLE2	0.1934
2260_PR41025a	ENSG00000078295	ENSG00000049656	ADCY2	CLPTM1L	0.1514
2260_PR41025a	ENSG00000070785	ENSG00000086015	EIF2B3	MAST2	0.1346
2260_PR41025d	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.844
2260_PR41025d	ENSG00000108654	ENSG00000152359	DDX5	POC5	0.4533
2260_PR41025d	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.3439
2260_PR41025d	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2501
2260_PR41025d	ENSG00000148965	ENSG00000173432	SAA4	SAA1	0.1563
2260_PR41025d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1655
2260_PR41025d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1158
2260_PR41025d	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1407
2260_PR41025d	ENSG00000150076	ENSG00000216937	C10orf68	CCDC7	0.1043
2260_PR41026d	ENSG00000155755	ENSG00000082126	TMEM237	MPP4	1.3487
2260_PR41026d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	1.0702
2260_PR41026d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.7668
2260_PR41026d	ENSG00000182944	ENSG00000123268	EWSR1	ATF1	0.4048
2260_PR41026d	ENSG00000155755	ENSG00000082126	TMEM237	MPP4	0.3016
2260_PR41026d	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.3425
2260_PR41026d	ENSG00000123268	ENSG00000182944	ATF1	EWSR1	0.1712
2260_PR41026d	ENSG00000155755	ENSG00000082126	TMEM237	MPP4	0.1245
2260_PR41026d	ENSG00000081853	ENSG00000240184	PCDHGA2	PCDHGC3	0.1245
2260_PR41026d	ENSG00000257403	ENSG00000189149	CTD-2547E10.3	CRYM-AS1	0.1368
2260_PR41026d	ENSG00000213625	ENSG00000116678	LEPROT	LEPR	0.1557
2260_PR41026d	ENSG00000246523	ENSG00000166575	RP11-736K20.6	TMEM135	0.1089
2260_PR41027a	ENSG00000185760	ENSG00000187840	KCNQ5	EIF4EBP1	6.053
2260_PR41027a	ENSG00000156735	ENSG00000134014	BAG4	ELP3	1.1333
2260_PR41027a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.3933
2260_PR41027a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2833
2260_PR41027a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.2576
2260_PR41027a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2249
2260_PR41027a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1932
2260_PR41027a	ENSG00000162889	ENSG00000116574	MAPKAPK2	RHOU	0.1288
2260_PR41027a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1932
2260_PR41029e	ENSG00000184304	ENSG00000129521	PRKD1	EGLN3	3.2438
2260_PR41029e	ENSG00000183486	ENSG00000135736	MX2	CCDC102A	1.0075
2260_PR41029e	ENSG00000110330	ENSG00000151320	BIRC2	AKAP6	0.811
2260_PR41029e	ENSG00000150687	ENSG00000137497	PRSS23	NUMA1	0.593
2260_PR41029e	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.4054
2260_PR41029e	ENSG00000162337	ENSG00000254563	LRP5	RP11-673F18.1	0.3686
2260_PR41029e	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.2457
2260_PR41029e	ENSG00000110075	ENSG00000151413	PPP6R3	NUBPL	0.2334
2260_PR41029e	ENSG00000214517	ENSG00000110330	PPME1	BIRC2	0.2786
2260_PR41029e	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.1352
2260_PR41029e	ENSG00000174483	ENSG00000254731	BBS1	CTD-2005H7.1	0.1229
2260_PR41029e	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1413
2260_PR41029e	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1004
2260_PR41029e	ENSG00000170525	ENSG00000215244	PFKFB3	RP11-563J2.2	0.1597
2260_PR41029g	ENSG00000243993	ENSG00000163637	RP11-14D22.2	PRICKLE2	0.8338
2260_PR41029g	ENSG00000170525	ENSG00000215244	PFKFB3	RP11-563J2.2	0.4599
2260_PR41029g	ENSG00000142973	ENSG00000186377	CYP4B1	CYP4X1	0.3018
2260_PR41029g	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.1581
2260_PR41029g	ENSG00000203727	ENSG00000111961	SAMD5	SASH1	0.1869
2260_PR41029g	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.115
2260_PR41029g	ENSG00000255864	ENSG00000134532	RP11-444D3.1	SOX5	0.1568
2260_PR41029g	ENSG00000243444	ENSG00000241978	PALM2	AKAP2	0.2875
2260_PR41029g	ENSG00000219545	ENSG00000106415	RPA3-AS1	GLCCI1	0.1132
2260_PR41029g	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.1581
2260_PR41029g	ENSG00000250686	ENSG00000112232	RP1-240B8.3	KHDRBS2	0.1677
2260_PR41029g	ENSG00000213625	ENSG00000116678	LEPROT	LEPR	0.2264
2260_PR41029g	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.1724
2260_PR41029g	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.2299
2260_PR41029g	ENSG00000254951	ENSG00000183378	RP11-494M8.4	OVCH2	0.188
2260_PR41029g	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1581
2260_PR41032a	ENSG00000071189	ENSG00000179869	SNX13	ABCA13	2.2939
2260_PR41032a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	1.0855
2260_PR41032a	ENSG00000033327	ENSG00000155974	GAB2	GRIP1	0.5735
2260_PR41032a	ENSG00000109103	ENSG00000261040	UNC119	CTD-2319I12.1	0.6554
2260_PR41032a	ENSG00000040531	ENSG00000129197	CTNS	RPAIN	0.3072
2260_PR41032a	ENSG00000184208	ENSG00000128185	C22orf46	DGCR6L	0.3277
2260_PR41032a	ENSG00000108883	ENSG00000170832	EFTUD2	USP32	0.512
2260_PR41032a	ENSG00000120784	ENSG00000089351	ZFP30	GRAMD1A	0.3481
2260_PR41032a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.3163
2260_PR41032a	ENSG00000108561	ENSG00000166391	C1QBP	MOGAT2	0.4916
2260_PR41032a	ENSG00000133424	IGL-	LARGE	IGL-@-ext	0.3072
2260_PR41032a	ENSG00000255069	ENSG00000164741	RP11-145O15.3	DLC1	0.2048
2260_PR41032a	ENSG00000100139	ENSG00000237037	MICALL1	NDUFA6-AS1	0.1024
2260_PR41032a	ENSG00000100139	ENSG00000237037	MICALL1	NDUFA6-AS1	0.1024
2260_PR41032a	ENSG00000158555	ENSG00000149273	GDPD5	RPS3	0.2458
2260_PR41032a	ENSG00000215067	ENSG00000054965	AC027763.2	FAM168A	0.273
2260_PR41032a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.2765
2260_PR41032a	ENSG00000158636	ENSG00000273098	C11orf30	RP11-488L1.1	0.2048
2260_PR41032a	ENSG00000188785	ENSG00000124194	ZNF548	GDAP1L1	0.2457
2260_PR41032a	ENSG00000131759	ENSG00000121101	RARA	TEX14	0.215
2260_PR41032a	ENSG00000141252	ENSG00000137491	VPS53	SLCO2B1	0.2867
2260_PR41032a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.2049
2260_PR41032a	ENSG00000230490	ENSG00000133121	RP11-141M1.3	STARD13	0.2049
2260_PR41032a	ENSG00000133424	ENSG00000188677	LARGE	PARVB	0.169
2260_PR41032a	ENSG00000250514	ENSG00000259995	RP11-96P7.1	CTD-2336H13.2	0.2253
2260_PR41032a	ENSG00000033327	ENSG00000255345	GAB2	CTD-2337I7.1	0.1229
2260_PR41032a	ENSG00000243156	ENSG00000130638	MICAL3	ATXN10	0.1434
2260_PR41032a	ENSG00000121101	ENSG00000167236	TEX14	CCL23	0.1639
2260_PR41032a	ENSG00000087111	ENSG00000136448	PIGS	NMT1	0.1843
2260_PR41032a	ENSG00000133424	ENSG00000188677	LARGE	PARVB	0.1932
2260_PR41032a	ENSG00000101109	ENSG00000248969	STK4	CTD-2113L7.1	0.1229
2260_PR41032a	ENSG00000100028	ENSG00000178803	SNRPD3	ADORA2A-AS1	0.121
2260_PR41032a	ENSG00000172830	ENSG00000175115	SSH3	PACS1	0.1024
2260_PR41032a	ENSG00000123427	ENSG00000257230	METTL21B	RP11-272B17.2	0.1024
2260_PR41032a	ENSG00000170525	ENSG00000215244	PFKFB3	RP11-563J2.2	0.1229
2260_PR41032a	ENSG00000100028	ENSG00000178803	SNRPD3	ADORA2A-AS1	0.1452
2260_PR41032a	ENSG00000033327	ENSG00000180626	GAB2	ZNF594	0.2662
2260_PR41032a	ENSG00000131759	ENSG00000121101	RARA	TEX14	0.215
2260_PR41032a	ENSG00000229715	ENSG00000073910	EEF1DP3	FRY	0.1024
2260_PR41032a	ENSG00000230490	ENSG00000133121	RP11-141M1.3	STARD13	0.1024
2260_PR41034a	ENSG00000060237	ENSG00000211455	WNK1	STK38L	4.1785
2260_PR41034a	ENSG00000145246	ENSG00000023697	ATP10D	DERA	3.845
2260_PR41034a	ENSG00000161791	ENSG00000170456	FMNL3	DENND5B	2.3737
2260_PR41034a	ENSG00000175215	ENSG00000145246	CTDSP2	ATP10D	2.0403
2260_PR41034a	ENSG00000066084	ENSG00000065882	DIP2B	TBC1D1	2.0402
2260_PR41034a	ENSG00000023697	ENSG00000066084	DERA	DIP2B	1.3117
2260_PR41034a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.7103
2260_PR41034a	ENSG00000139146	ENSG00000120645	FAM60A	IQSEC3	0.8043
2260_PR41034a	ENSG00000166860	ENSG00000205592	ZBTB39	MUC19	0.5875
2260_PR41034a	IGH-	ENSG00000159674	IGH-@-ext	SPON2	0.5101
2260_PR41034a	ENSG00000066084	ENSG00000184613	DIP2B	NELL2	0.6473
2260_PR41034a	ENSG00000243993	ENSG00000163637	RP11-14D22.2	PRICKLE2	0.5297
2260_PR41034a	ENSG00000061273	ENSG00000066084	HDAC7	DIP2B	0.5689
2260_PR41034a	ENSG00000141576	ENSG00000068489	RNF157	PRR11	0.5885
2260_PR41034a	ENSG00000052126	ENSG00000240771	PLEKHA5	ARHGEF25	0.5885
2260_PR41034a	ENSG00000166860	ENSG00000205592	ZBTB39	MUC19	0.6484
2260_PR41034a	ENSG00000070018	ENSG00000165935	LRP6	SMCO2	0.4657
2260_PR41034a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.3451
2260_PR41034a	ENSG00000170653	ENSG00000120645	ATF7	IQSEC3	0.3728
2260_PR41034a	ENSG00000139083	ENSG00000060982	ETV6	BCAT1	0.3924
2260_PR41034a	ENSG00000065882	ENSG00000166866	TBC1D1	MYO1A	0.4512
2260_PR41034a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.255
2260_PR41034a	ENSG00000109787	ENSG00000111602	KLF3	TIMELESS	0.2943
2260_PR41034a	ENSG00000161638	ENSG00000171840	ITGA5	NINJ2	0.2158
2260_PR41034a	ENSG00000139218	ENSG00000196935	SCAF11	SRGAP1	0.2354
2260_PR41034a	ENSG00000170525	ENSG00000215244	PFKFB3	RP11-563J2.2	0.1962
2260_PR41034a	ENSG00000255864	ENSG00000134532	RP11-444D3.1	SOX5	0.2101
2260_PR41034a	ENSG00000111962	ENSG00000163026	UST	C2orf44	0.1569
2260_PR41034a	ENSG00000066084	ENSG00000104885	DIP2B	DOT1L	0.1962
2260_PR41034a	ENSG00000170456	ENSG00000066084	DENND5B	DIP2B	0.3139
2260_PR41034a	ENSG00000219545	ENSG00000106415	RPA3-AS1	GLCCI1	0.1177
2260_PR41034a	ENSG00000111875	ENSG00000253194	ASF1A	RP11-351A11.1	0.1373
2260_PR41034a	ENSG00000145685	ENSG00000152348	LHFPL2	ATG10	0.1766
2260_PR41034a	ENSG00000196935	ENSG00000090376	SRGAP1	IRAK3	0.1177
2260_PR41034a	ENSG00000073614	ENSG00000166225	KDM5A	FRS2	0.1177
2260_PR41034a	ENSG00000219626	ENSG00000213071	FAM228B	LPAL2	0.1177
2260_PR41034a	ENSG00000023697	ENSG00000066084	DERA	DIP2B	0.1008
2260_PR41034a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1218
2260_PR41034a	ENSG00000122042	ENSG00000185305	UBL3	ARL15	0.1177
2260_PR41034a	ENSG00000250514	ENSG00000259995	RP11-96P7.1	CTD-2336H13.2	0.1178
2260_PR41034a	ENSG00000135457	ENSG00000163288	TFCP2	GABRB1	0.1374
2260_PR41034a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1177
2260_PR41035a	ENSG00000262223	ENSG00000160551	RP11-1055B8.3	TAOK1	1.7182
2260_PR41035a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	1.3933
2260_PR41035a	ENSG00000262223	ENSG00000160551	RP11-1055B8.3	TAOK1	0.4173
2260_PR41035a	ENSG00000065883	ENSG00000175600	CDK13	C7orf10	0.3507
2260_PR41035a	ENSG00000262223	ENSG00000160551	RP11-1055B8.3	TAOK1	0.3288
2260_PR41035a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1516
2260_PR41035a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1388
2260_PR41035a	IGL	ENSG00000125851	IGL@-ext	PCSK2	0.1137
2260_PR41035a	ENSG00000170525	ENSG00000215244	PFKFB3	RP11-563J2.2	0.1232
2260_PR41035a	ENSG00000196712	ENSG00000262223	NF1	RP11-1055B8.3	0.1611
2260_PR41035d	ENSG00000262223	ENSG00000160551	RP11-1055B8.3	TAOK1	2.4723
